CIE10,Descripción Diagnóstico,Cantidad,Genero,Período de consulta
F449,"TRASTORNO DISOCIATIVO [DE CONVERSION], NO ESPECIFICADO",1,F,01/01/2019-31/12/2020
F450,TRASTORNO DE SOMATIZACION,1,F,01/01/2019-31/12/2020
F508,OTROS TRASTORNOS DE LA INGESTION DE ALIMENTOS,1,F,01/01/2019-31/12/2020
F54X,FACTORES PSICOLOGICOS Y DEL COMPORTAMIENTO ASOCIADOS CON TRASTORNOS O ENFERMEDADES CLASIFICADOS EN OTRA PARTE,1,F,01/01/2019-31/12/2020
F688,OTROS TRASTORNOS ESPECIFICADOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS,1,F,01/01/2019-31/12/2020
F984,TRASTORNOS DE LOS MOVIMIENTOS ESTEREOTIPADOS,2,F,01/01/2019-31/12/2020
G243,TORTICOLIS ESPASMODICA,5,F,01/01/2019-31/12/2020
G255,OTRAS COREAS,1,F,01/01/2019-31/12/2020
G35X,ESCLEROSIS MULTIPLE,1,F,01/01/2019-31/12/2020
G402,EPILEPSIA Y SINDROMES EPILEPTICOS SINTOMATICOS RELACIONADOS CON LOCALIZACIONES (FOCALES) (PARCIALES) Y CON ATAQUES PARCIALES COMPLEJOS,1,F,01/01/2019-31/12/2020
G403,EPILEPSIA Y SINDROMES EPILEPTICOS IDIOPATICOS GENERALIZADOS,1,F,01/01/2019-31/12/2020
G404,OTRAS EPILEPSIAS Y SINDROMES EPILEPTICOS GENERALIZADOS,1,F,01/01/2019-31/12/2020
G408,OTRAS EPILEPSIAS,10,F,01/01/2019-31/12/2020
G409,"EPILEPSIA, TIPO NO ESPECIFICADO",23,F,01/01/2019-31/12/2020
G410,ESTADO DE GRAN MAL EPILEPTICO,1,F,01/01/2019-31/12/2020
G430,MIGRAÑA SIN AURA [MIGRAÑA COMUN],28,F,01/01/2019-31/12/2020
G431,MIGRAÑA CON AURA [MIGRAÑA CLASICA],77,F,01/01/2019-31/12/2020
G432,ESTADO MIGRAÑOSO,22,F,01/01/2019-31/12/2020
G433,MIGRAÑA COMPLICADA,26,F,01/01/2019-31/12/2020
G438,OTRAS MIGRAÑAS,60,F,01/01/2019-31/12/2020
G439,"MIGRAÑA, NO ESPECIFICADA",151,F,01/01/2019-31/12/2020
G440,SINDROME DE CEFALEA EN RACIMOS,1,F,01/01/2019-31/12/2020
G441,"CEFALEA VASCULAR, NCOP",5,F,01/01/2019-31/12/2020
G442,CEFALEA DEBIDA A TENSION,15,F,01/01/2019-31/12/2020
G443,CEFALEA POSTRAUMATICA CRONICA,8,F,01/01/2019-31/12/2020
G444,"CEFALEA INDUCIDA POR DROGAS, NO CLASIFICADA EN OTRA PARTE",2,F,01/01/2019-31/12/2020
G448,OTROS SINDROMES DE CEFALEA ESPECIFICADOS,185,F,01/01/2019-31/12/2020
G454,AMNESIA GLOBAL TRANSITORIA,1,F,01/01/2019-31/12/2020
G458,OTRAS ISQUEMIAS CEREBRALES TRANSITORIAS Y SINDROMES AFINES,11,F,01/01/2019-31/12/2020
G459,"ISQUEMIA CEREBRAL TRANSITORIA, SIN OTRA ESPECIFICACION",18,F,01/01/2019-31/12/2020
G468,OTROS SINDROMES VASCULARES ENCEFALICOS EN ENFERMEDADES CEREBROVASCULARES (I60-I67),10,F,01/01/2019-31/12/2020
G470,TRASTORNOS DEL INICIO Y DEL MANTENIMIENTO DEL SUEÑO [INSOMNIOS],2,F,01/01/2019-31/12/2020
G473,APNEA DEL SUEÑO,1,F,01/01/2019-31/12/2020
G500,NEURALGIA DEL TRIGEMINO,8,F,01/01/2019-31/12/2020
G501,DOLOR FACIAL ATIPICO,2,F,01/01/2019-31/12/2020
G510,PARALISIS DE BELL,29,F,01/01/2019-31/12/2020
G531,PARALISIS MULTIPLE DE LOS NERVIOS CRANEALES EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE (A00-B99),1,F,01/01/2019-31/12/2020
G540,TRASTORNOS DEL PLEXO BRAQUIAL,1,F,01/01/2019-31/12/2020
G551,COMPRESIONES DE LAS RAICES Y PLEXOS NERVIOSOS EN TRASTORNOS DE LOS DISCOS INTERVERTEBRALES (M50-M51),1,F,01/01/2019-31/12/2020
G560,SINDROME DEL TUNEL CARPIANO,1,F,01/01/2019-31/12/2020
G569,MONONEUROPATIA DEL MIEMBRO SUPERIOR SIN OTRA ESPECIFICACION,1,F,01/01/2019-31/12/2020
G570,LESION DEL NERVIO CIATICO,1,F,01/01/2019-31/12/2020
G578,OTRAS MONONEUROPATIAS DEL MIEMBRO INFERIOR,1,F,01/01/2019-31/12/2020
G579,"MONONEUROPATIA DEL MIEMBRO INFERIOR, SIN OTRA ESPECIFICACION",1,F,01/01/2019-31/12/2020
G588,OTRAS MONONEUROPATIAS ESPECIFICADAS,2,F,01/01/2019-31/12/2020
G589,"MONONEUROPATIA, NO ESPECIFICADA",1,F,01/01/2019-31/12/2020
G603,NEUROPATIA PROGRESIVA IDIOPATICA,1,F,01/01/2019-31/12/2020
G628,OTRAS POLINEUROPATIAS ESPECIFICADAS,1,F,01/01/2019-31/12/2020
G629,"POLINEUROPATIA, NO ESPECIFICADA",8,F,01/01/2019-31/12/2020
G700,MIASTENIA GRAVIS,1,F,01/01/2019-31/12/2020
G723,PARALISIS PERIODICA,1,F,01/01/2019-31/12/2020
G819,"HEMIPLEJIA, NO ESPECIFICADA",1,F,01/01/2019-31/12/2020
G832,MONOPLEJIA DEL MIEMBRO SUPERIOR,1,F,01/01/2019-31/12/2020
G912,HIDROCEFALO DE PRESION NORMAL,1,F,01/01/2019-31/12/2020
G919,"HIDROCEFALO, NO ESPECIFICADO",1,F,01/01/2019-31/12/2020
G934,ENCEFALOPATIA NO ESPECIFICADA,22,F,01/01/2019-31/12/2020
G992,MIELOPATIA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,F,01/01/2019-31/12/2020
H000,ORZUELO Y OTRAS INFLAMACIONES PROFUNDAS DEL PARPADO,1,F,01/01/2019-31/12/2020
H001,CALACIO [CHALAZION],1,F,01/01/2019-31/12/2020
H010,BLEFARITIS,1,F,01/01/2019-31/12/2020
H040,DACRIOADENITIS,1,F,01/01/2019-31/12/2020
H100,CONJUNTIVITIS MUCOPURULENTA,5,F,01/01/2019-31/12/2020
H101,CONJUNTIVITIS ATOPICA AGUDA,1,F,01/01/2019-31/12/2020
H102,OTRAS CONJUNTIVITIS AGUDAS,1,F,01/01/2019-31/12/2020
H103,"CONJUNTIVITIS AGUDA, NO ESPECIFICADA",9,F,01/01/2019-31/12/2020
H104,CONJUNTIVITIS CRONICA,3,F,01/01/2019-31/12/2020
H109,"CONJUNTIVITIS, NO ESPECIFICADA",3,F,01/01/2019-31/12/2020
H110,PTERIGION,2,F,01/01/2019-31/12/2020
H113,HEMORRAGIA CONJUNTIVAL,11,F,01/01/2019-31/12/2020
H118,OTROS TRASTORNOS ESPECIFICADOS DE LA CONJUNTIVA,1,F,01/01/2019-31/12/2020
H119,"TRASTORNO DE LA CONJUNTIVA, NO ESPECIFICADO",2,F,01/01/2019-31/12/2020
H151,EPISCLERITIS,4,F,01/01/2019-31/12/2020
H160,ULCERA DE LA CORNEA,10,F,01/01/2019-31/12/2020
H161,OTRAS QUERATITIS SUPERFICIALES SIN CUNJUNTIVITIS,1,F,01/01/2019-31/12/2020
H162,QUERATOCONJUNTIVITIS,6,F,01/01/2019-31/12/2020
H163,QUERATITIS INTERSTICIAL Y PROFUNDA,2,F,01/01/2019-31/12/2020
H168,OTRAS QUERATITIS,2,F,01/01/2019-31/12/2020
H169,"QUERATITIS, NO ESPECIFICADA",7,F,01/01/2019-31/12/2020
H171,OTRAS OPACIDADES CENTRALES DE LA CORNEA,2,F,01/01/2019-31/12/2020
H183,CAMBIOS EN LAS MEMBRANAS DE LA CORNEA,1,F,01/01/2019-31/12/2020
H189,"TRASTORNO DE LA CORNEA, NO ESPECIFICADO",1,F,01/01/2019-31/12/2020
H190,ESCLERITIS Y EPISCLERITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,F,01/01/2019-31/12/2020
H200,IRIDOCICLITIS AGUDA Y SUBAGUDA,6,F,01/01/2019-31/12/2020
H210,HIFEMA,1,F,01/01/2019-31/12/2020
H251,CATARATA SENIL NUCLEAR,1,F,01/01/2019-31/12/2020
H264,CATARATA RESIDUAL,1,F,01/01/2019-31/12/2020
H271,LUXACION DEL CRISTALINO,1,F,01/01/2019-31/12/2020
H310,CICATRICES CORIORRETINIANAS,1,F,01/01/2019-31/12/2020
H330,DESPRENDIMIENTO DE LA RETINA CON RUPTURA,1,F,01/01/2019-31/12/2020
H348,OTRAS OCLUSIONES VASCULARES RETINIANAS,1,F,01/01/2019-31/12/2020
H350,RETINOPATIAS DEL FONDO Y CAMBIOS VASCULARES RETINIANOS,2,F,01/01/2019-31/12/2020
H353,DEGENERACION DE LA MACULA Y DEL POLO POSTERIOR DEL OJO,1,F,01/01/2019-31/12/2020
H358,OTROS TRASTORNOS ESPECIFICADOS DE LA RETINA,1,F,01/01/2019-31/12/2020
H400,SOSPECHA DE GLAUCOMA,15,F,01/01/2019-31/12/2020
H401,GLAUCOMA PRIMARIO DE ANGULO ABIERTO,1,F,01/01/2019-31/12/2020
H402,GLAUCOMA PRIMARIO DE ANGULO CERRADO,8,F,01/01/2019-31/12/2020
H403,GLAUCOMA SECUNDARIO A TRAUMATISMO OCULAR,1,F,01/01/2019-31/12/2020
H404,GLAUCOMA SECUNDARIO A INFLAMACION OCULAR,2,F,01/01/2019-31/12/2020
H405,GLAUCOMA SECUNDARIO A OTROS TRASTORNOS DEL OJO,8,F,01/01/2019-31/12/2020
H408,OTROS GLAUCOMAS,6,F,01/01/2019-31/12/2020
H409,"GLAUCOMA, NO ESPECIFICADO",13,F,01/01/2019-31/12/2020
H431,HEMORRAGIA DEL VITREO,6,F,01/01/2019-31/12/2020
H439,"TRASTORNOS DEL CUERPO VITREO, NO ESPECIFICADO",1,F,01/01/2019-31/12/2020
H441,OTRAS ENDOFTALMITIS,3,F,01/01/2019-31/12/2020
H449,"TRASTORNO DEL GLOBO OCULAR, NO ESPECIFICADO",7,F,01/01/2019-31/12/2020
H458,OTROS TRASTORNOS DEL CUERPO VITREO Y DEL GLOBO OCULAR EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,1,F,01/01/2019-31/12/2020
H46X,NEURITIS OPTICA,5,F,01/01/2019-31/12/2020
H499,"ESTRABISMO PARALITICO, NO ESPECIFICADO",1,F,01/01/2019-31/12/2020
H509,"ESTRABISMO, NO ESPECIFICADO",2,F,01/01/2019-31/12/2020
H510,PARALISIS DE LA CONJUGACION DE LA MIRADA,1,F,01/01/2019-31/12/2020
H522,ASTIGMATISMO,1,F,01/01/2019-31/12/2020
H524,PRESBICIA,1,F,01/01/2019-31/12/2020
H532,DIPLOPIA,1,F,01/01/2019-31/12/2020
H533,OTROS TRASTORNOS DE LA VISION BINOCULAR,1,F,01/01/2019-31/12/2020
H539,"ALTERACION VISUAL, NO ESPECIFICADA",2,F,01/01/2019-31/12/2020
H542,VISION SUBNORMAL DE AMBOS OJOS,1,F,01/01/2019-31/12/2020
H545,VISION SUBNORMAL DE UN OJO,5,F,01/01/2019-31/12/2020
H546,DISMINUCION INDETERMINADA DE LA AGUDEZA VISUAL DE UN OJO,3,F,01/01/2019-31/12/2020
H547,"DISMINUCION DE LA AGUDEZA VISUAL, SIN ESPECIFICACION",3,F,01/01/2019-31/12/2020
H571,DOLOR OCULAR,42,F,01/01/2019-31/12/2020
H578,OTROS TRASTORNOS ESPECIFICADOS DEL OJO Y SUS ANEXOS,1,F,01/01/2019-31/12/2020
H579,"TRASTORNO DEL OJO Y SUS ANEXOS, NO ESPECIFICADO",5,F,01/01/2019-31/12/2020
H588,OTROS TRASTORNOS ESPECIFICADOS DEL OJO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,3,F,01/01/2019-31/12/2020
H598,"OTROS TRASTORNOS DEL OJO Y SUS ANEXOS, CONSECUTIVOS A PROCEDIMIENTOS",1,F,01/01/2019-31/12/2020
H601,CELULITIS DEL OIDO EXTERNO,1,F,01/01/2019-31/12/2020
H603,OTRAS OTITIS EXTERNAS INFECCIOSAS,2,F,01/01/2019-31/12/2020
H608,OTRAS OTITIS EXTERNAS,5,F,01/01/2019-31/12/2020
H609,"OTITIS EXTERNA, SIN OTRA ESPECIFICACION",2,F,01/01/2019-31/12/2020
H650,OTITIS MEDIA AGUDA SEROSA,7,F,01/01/2019-31/12/2020
H651,"OTRA OTITIS MEDIA AGUDA, NO SUPURATIVA",10,F,01/01/2019-31/12/2020
H659,"OTITIS MEDIA NO SUPURATIVA, SIN OTRA ESPECIFICACION",4,F,01/01/2019-31/12/2020
H660,OTITIS MEDIA SUPURATIVA AGUDA,13,F,01/01/2019-31/12/2020
H663,OTRAS OTITIS MEDIAS CRONICAS SUPURATIVAS,2,F,01/01/2019-31/12/2020
H664,"OTITIS MEDIA SUPURATIVA, SIN OTRA ESPECIFICACION",2,F,01/01/2019-31/12/2020
H669,"OTITIS MEDIA, NO ESPECIFICADA",11,F,01/01/2019-31/12/2020
H700,MASTOIDITIS AGUDA,1,F,01/01/2019-31/12/2020
H720,PERFORACION CENTRAL DE LA MEMBRANA TIMPANICA,1,F,01/01/2019-31/12/2020
H728,OTRAS PERFORACIONES DE LA MEMBRANA TIMPANICA,1,F,01/01/2019-31/12/2020
H729,"PERFORACION DE LA MEMBRANA TIMPANICA, SIN OTRA ESPECIFICACION",1,F,01/01/2019-31/12/2020
H811,VERTIGO PAROXISTICO BENIGNO,34,F,01/01/2019-31/12/2020
H813,OTROS VERTIGOS PERIFERICOS,110,F,01/01/2019-31/12/2020
H814,VERTIGO DE ORIGEN CENTRAL,4,F,01/01/2019-31/12/2020
H82X,SINDROMES VERTIGINOSOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,2,F,01/01/2019-31/12/2020
H920,OTALGIA,11,F,01/01/2019-31/12/2020
H922,OTORRAGIA,1,F,01/01/2019-31/12/2020
I10X,HIPERTENSION ESENCIAL (PRIMARIA),362,F,01/01/2019-31/12/2020
I120,ENFERMEDAD RENAL HIPERTENSIVA CON INSUFICIENCIA RENAL,5,F,01/01/2019-31/12/2020
I129,ENFERMEDAD RENAL HIPERTENSIVA SIN INSUFICIENCIA RENAL,1,F,01/01/2019-31/12/2020
I139,"ENFERMEDAD CARDIORRENAL HIPERTENSIVA, NO ESPECIFICADA",1,F,01/01/2019-31/12/2020
I158,OTROS TIPOS DE HIPERTENSION SECUNDARIA,1,F,01/01/2019-31/12/2020
I159,"HIPERTENSION SECUNDARIA, NO ESPECIFICADA",1,F,01/01/2019-31/12/2020
I200,ANGINA INESTABLE,5,F,01/01/2019-31/12/2020
I208,OTRAS FORMAS ESPECIFICADAS DE ANGINA DE PECHO,1,F,01/01/2019-31/12/2020
I209,"ANGINA DE PECHO, NO ESPECIFICADA",18,F,01/01/2019-31/12/2020
I210,INFARTO TRANSMURAL AGUDO DEL MIOCARDIO DE LA PARED ANTERIOR,1,F,01/01/2019-31/12/2020
I212,INFARTO AGUDO TRANSMURAL DEL MIOCARDIO DE OTROS SITIOS,1,F,01/01/2019-31/12/2020
I219,"INFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACION",51,F,01/01/2019-31/12/2020
I250,"ENFERMEDAD CARDIOVASCULAR ATEROSCLEROTICA, ASI DESCRITA",1,F,01/01/2019-31/12/2020
I252,INFARTO ANTIGUO DEL MIOCARDIO,2,F,01/01/2019-31/12/2020
I269,EMBOLIA PULMONAR SIN MENCION DE CORAZON PULMONAR AGUDO,4,F,01/01/2019-31/12/2020
I278,OTRAS ENFERMEDADES CARDIOPULMONARES ESPECIFICADAS,1,F,01/01/2019-31/12/2020
I313,DERRAME PERICARDICO (NO INFLAMATORIO),1,F,01/01/2019-31/12/2020
I408,OTRAS MIOCARDITIS AGUDAS,1,F,01/01/2019-31/12/2020
I440,BLOQUEO AURICULOVENTRICULAR DE PRIMER GRADO,1,F,01/01/2019-31/12/2020
I442,BLOQUEO AURICULOVENTRICULAR COMPLETO,3,F,01/01/2019-31/12/2020
I460,PARO CARDIACO CON RESUCITACION EXITOSA,5,F,01/01/2019-31/12/2020
I461,"MUERTE CARDIACA SUBITA, ASI DESCRITA",2,F,01/01/2019-31/12/2020
I469,"PARO CARDIACO, NO ESPECIFICADO",8,F,01/01/2019-31/12/2020
I471,TAQUICARDIA SUPRAVENTRICULAR,14,F,01/01/2019-31/12/2020
I479,"TAQUICARDIA PAROXISTICA, NO ESPECIFICADA",3,F,01/01/2019-31/12/2020
I48X,FIBRILACION Y ALETEO AURICULAR,20,F,01/01/2019-31/12/2020
I490,FIBRILACION Y ALETEO VENTRICULAR,2,F,01/01/2019-31/12/2020
I498,OTRAS ARRITMIAS CARDIACAS ESPECIFICADAS,1,F,01/01/2019-31/12/2020
I499,"ARRITMIA CARDIACA, NO ESPECIFICADA",7,F,01/01/2019-31/12/2020
I500,INSUFICIENCIA CARDIACA CONGESTIVA,125,F,01/01/2019-31/12/2020
I509,"INSUFICIENCIA CARDIACA, NO ESPECIFICADA",14,F,01/01/2019-31/12/2020
I608,OTRAS HEMORRAGIAS SUBARACNOIDEAS,2,F,01/01/2019-31/12/2020
I612,"HEMORRAGIA INTRACEREBRAL EN HEMISFERIO, NO ESPECIFICADA",4,F,01/01/2019-31/12/2020
I615,"HEMORRAGIA INTRAENCEFALICA, INTRAVENTRICULAR",1,F,01/01/2019-31/12/2020
I629,"HEMORRAGIA INTRACRANEAL (NO TRAUMATICA), NO ESPECIFICADA",3,F,01/01/2019-31/12/2020
I638,OTROS INFARTOS CEREBRALES,3,F,01/01/2019-31/12/2020
I639,"INFARTO CEREBRAL, NO ESPECIFICADO",12,F,01/01/2019-31/12/2020
I64X,"ACCIDENTE VASCULAR ENCEFALICO AGUDO, NO ESPECIFICADO COMO HEMORRAGICO O ISQUEMICO",6,F,01/01/2019-31/12/2020
I663,OCLUSION Y ESTENOSIS DE ARTERIAS CEREBELOSAS,1,F,01/01/2019-31/12/2020
I674,ENCEFALOPATIA HIPERTENSIVA,3,F,01/01/2019-31/12/2020
I678,OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS,16,F,01/01/2019-31/12/2020
I679,"ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA",162,F,01/01/2019-31/12/2020
I688,OTROS TRASTORNOS CEREBROVASCULARES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,14,F,01/01/2019-31/12/2020
I693,SECUELAS DE INFARTO CEREBRAL,2,F,01/01/2019-31/12/2020
I694,"SECUELAS DE ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA COMO HEMORRAGICA U OCLUSIVA",6,F,01/01/2019-31/12/2020
I698,SECUELAS DE OTRAS ENFERMEDADES CEREBROVASCULARES Y DE LAS NO ESPECIFICADAS,3,F,01/01/2019-31/12/2020
I702,ATEROSCLEROSIS DE LAS ARTERIAS DE LOS MIEMBROS,1,F,01/01/2019-31/12/2020
I708,ATEROSCLEROSIS DE OTRAS ARTERIAS,1,F,01/01/2019-31/12/2020
I712,"ANEURISMA DE LA AORTA TORACICA, SIN MENCION DE RUPTURA",2,F,01/01/2019-31/12/2020
I713,RUPTURA DE ANEURISMA DE LA AORTA ABDOMINAL,1,F,01/01/2019-31/12/2020
I714,"ANEURISMA DE LA AORTA ABDOMINAL, SIN MENCION DE RUPTURA",2,F,01/01/2019-31/12/2020
I738,OTRAS ENFERMEDADES VASCULARES PERIFERICAS ESPECIFICADAS,1,F,01/01/2019-31/12/2020
I739,"ENFERMEDAD VASCULAR PERIFERICA, NO ESPECIFICADA",1,F,01/01/2019-31/12/2020
I743,EMBOLIA Y TROMBOSIS DE ARTERIAS DE LOS MIEMBROS INFERIORES,9,F,01/01/2019-31/12/2020
I744,"EMBOLIA Y TROMBOSIS DE ARTERIAS DE LOS MIEMBROS, NO ESPECIFICADAS",1,F,01/01/2019-31/12/2020
I749,EMBOLIA Y TROMBOSIS DE ARTERIA NO ESPECIFICADA,2,F,01/01/2019-31/12/2020
I771,ESTRECHEZ ARTERIAL,15,F,01/01/2019-31/12/2020
I775,NECROSIS ARTERIAL,6,F,01/01/2019-31/12/2020
I800,FLEBITIS Y TROMBOFLEBITIS DE VASOS SUPERFICIALES DE LOS MIEMBROS INFERIORES,8,F,01/01/2019-31/12/2020
I802,FLEBITIS Y TROMBOFLEBITIS DE OTROS VASOS PROFUNDOS DE LOS MIEMBROS INFERIORES,15,F,01/01/2019-31/12/2020
I803,"FLEBITIS Y TROMBOFLEBITIS DE LOS MIEMBROS INFERIORES, NO ESPECIFICADA",43,F,01/01/2019-31/12/2020
I808,FLEBITIS Y TROMBOFLEBITIS DE OTROS SITIOS,9,F,01/01/2019-31/12/2020
I809,FLEBITIS Y TROMBOFLEBITIS DE SITIO NO ESPECIFICADO,8,F,01/01/2019-31/12/2020
I81X,TROMBOSIS DE LA VENA PORTA,1,F,01/01/2019-31/12/2020
I828,EMBOLIA Y TROMBOSIS DE OTRAS VENAS ESPECIFICADAS,15,F,01/01/2019-31/12/2020
I829,EMBOLIA Y TROMBOSIS DE VENA NO ESPECIFICADA,21,F,01/01/2019-31/12/2020
I830,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES CON ULCERA,9,F,01/01/2019-31/12/2020
I831,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES CON INFLAMACION,2,F,01/01/2019-31/12/2020
I832,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES CON ULCERA E INFLAMACION,19,F,01/01/2019-31/12/2020
I839,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES SIN ULCERA NI INFLAMACION,6,F,01/01/2019-31/12/2020
I842,HEMORROIDES INTERNAS SIN COMPLICACION,6,F,01/01/2019-31/12/2020
I843,HEMORROIDES EXTERNAS TROMBOSADAS,2,F,01/01/2019-31/12/2020
I844,HEMORROIDES EXTERNAS CON OTRAS COMPLICACIONES,1,F,01/01/2019-31/12/2020
I845,HEMORROIDES EXTERNAS SIN COMPLICACION,10,F,01/01/2019-31/12/2020
I848,"HEMORROIDES NO ESPECIFICADAS, CON OTRAS COMPLICACIONES",3,F,01/01/2019-31/12/2020
I849,"HEMORROIDES NO ESPECIFICADAS, SIN COMPLICACION",2,F,01/01/2019-31/12/2020
I850,VARICES ESOFAGICAS CON HEMORRAGIA,3,F,01/01/2019-31/12/2020
I868,VARICES EN OTROS SITIOS ESPECIFICADOS,1,F,01/01/2019-31/12/2020
I872,INSUFICIENCIA VENOSA (CRONICA) (PERIFERICA),58,F,01/01/2019-31/12/2020
I878,OTROS TRASTORNOS VENOSOS ESPECIFICADOS,1,F,01/01/2019-31/12/2020
I879,"TRASTORNO VENOSO, NO ESPECIFICADO",1,F,01/01/2019-31/12/2020
I880,LINFADENITIS MESENTERICA INESPECIFICA,1,F,01/01/2019-31/12/2020
I888,OTRAS LINFADENITIS INESPECIFICAS,1,F,01/01/2019-31/12/2020
I889,LINFADENITIS INESPECIFICA NO ESPECIFICADA,1,F,01/01/2019-31/12/2020
I890,"LINFEDEMA, NO CLASIFICADO EN OTRA PARTE",3,F,01/01/2019-31/12/2020
I891,LINFANGITIS,1,F,01/01/2019-31/12/2020
I898,OTROS TRASTORNOS ESPECIFICADOS NO INFECCIOSOS DE LOS VASOS Y GANGLIOS LINFATICOS,2,F,01/01/2019-31/12/2020
I950,HIPOTENSION IDIOPATICA,3,F,01/01/2019-31/12/2020
I951,HIPOTENSION ORTOSTATICA,3,F,01/01/2019-31/12/2020
I952,HIPOTENSION DEBIDA A DROGAS,2,F,01/01/2019-31/12/2020
I958,OTROS TIPOS DE HIPOTENSION,5,F,01/01/2019-31/12/2020
I959,"HIPOTENSION, NO ESPECIFICADA",32,F,01/01/2019-31/12/2020
J00X,RINOFARINGITIS AGUDA (RESFRIADO COMUN),235,F,01/01/2019-31/12/2020
J011,SINUSITIS FRONTAL AGUDA,2,F,01/01/2019-31/12/2020
J018,OTRAS SINUSITIS AGUDAS,8,F,01/01/2019-31/12/2020
J019,"SINUSITIS AGUDA, NO ESPECIFICADA",5,F,01/01/2019-31/12/2020
J029,"FARINGITIS AGUDA, NO ESPECIFICADA",14,F,01/01/2019-31/12/2020
J030,AMIGDALITIS ESTREPTOCOCICA,20,F,01/01/2019-31/12/2020
J038,AMIGDALITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS,1,F,01/01/2019-31/12/2020
J039,"AMIGDALITIS AGUDA, NO ESPECIFICADA",78,F,01/01/2019-31/12/2020
J040,LARINGITIS AGUDA,3,F,01/01/2019-31/12/2020
J042,LARINGOTRAQUEITIS AGUDA,3,F,01/01/2019-31/12/2020
J050,"LARINGITIS OBSTRUCTIVA, AGUDA [CRUP]",6,F,01/01/2019-31/12/2020
J068,OTRAS INFECCIONES AGUDAS DE SITIOS MULTIPLES DE LAS VIAS RESPIRATORIAS SUPERIORES,7,F,01/01/2019-31/12/2020
J069,"INFECCION AGUDA DE LAS VIAS RESPIRATORIAS SUPERIORES, NO ESPECIFICADA",62,F,01/01/2019-31/12/2020
J101,"INFLUENZA CON OTRAS MANIFESTACIONES RESPIRATORIAS, DEBIDA A VIRUS DE LA INFLUENZA IDENTIFICADO",1,F,01/01/2019-31/12/2020
J111,"INFLUENZA CON OTRAS MANIFESTACIONES RESPIRATORIAS, VIRUS NO IDENTIFICADO",2,F,01/01/2019-31/12/2020
J158,OTRAS NEUMONIAS BACTERIANAS,3,F,01/01/2019-31/12/2020
J159,"NEUMONIA BACTERIANA, NO ESPECIFICADA",28,F,01/01/2019-31/12/2020
J171,NEUMONIA EN ENFERMEDADES VIRALES CLASIFICADAS EN OTRA PARTE,1,F,01/01/2019-31/12/2020
J180,"BRONCONEUMONIA, NO ESPECIFICADA",13,F,01/01/2019-31/12/2020
J188,"OTRAS NEUMONIAS, DE MICROORGANISMO NO ESPECIFICADO",2,F,01/01/2019-31/12/2020
J189,"NEUMONIA, NO ESPECIFICADA",25,F,01/01/2019-31/12/2020
J200,BRONQUITIS AGUDA DEBIDA A MYCOPLASMA PNEUMONIAE,1,F,01/01/2019-31/12/2020
J206,BRONQUITIS AGUDA DEBIDA A RINOVIRUS,1,F,01/01/2019-31/12/2020
J208,BRONQUITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS,1,F,01/01/2019-31/12/2020
J209,"BRONQUITIS AGUDA, NO ESPECIFICADA",278,F,01/01/2019-31/12/2020
J210,BRONQUIOLITIS AGUDA DEBIDA A VIRUS SINCITIAL RESPIRATORIO,2,F,01/01/2019-31/12/2020
J219,"BRONQUIOLITIS AGUDA, NO ESPECIFICADA",44,F,01/01/2019-31/12/2020
J22X,INFECCION AGUDA NO ESPECIFICADA DE LAS VIAS RESPIRATORIAS INFERIORES,404,F,01/01/2019-31/12/2020
J303,OTRAS RINITIS ALERGICAS,1,F,01/01/2019-31/12/2020
J304,"RINITIS ALERGICA, NO ESPECIFICADA",2,F,01/01/2019-31/12/2020
J310,RINITIS CRONICA,1,F,01/01/2019-31/12/2020
J311,RINOFARINGITIS CRONICA,1,F,01/01/2019-31/12/2020
J324,PANSINUSITIS CRONICA,1,F,01/01/2019-31/12/2020
J329,"SINUSITIS CRONICA, NO ESPECIFICADA",1,F,01/01/2019-31/12/2020
J342,DESVIACION DEL TABIQUE NASAL,1,F,01/01/2019-31/12/2020
J343,HIPERTROFIA DE LOS CORNETES NASALES,1,F,01/01/2019-31/12/2020
J348,OTROS TRASTORNOS ESPECIFICADOS DE LA NARIZ Y DE LOS SENOS PARANASALES,1,F,01/01/2019-31/12/2020
